,episode_id,transition_id,state,action,immediate_reward,delayed_reward,infer_reward,infer_reward_gp,done,next_state,reward,weight,priority,pred_action,pred_reward
0,0,0,[0 0],0,0.0,0,,,False,[0 1],0,5.586877206210067e-05,0.8156491257352997,1.0,2.940706968307495
1,0,1,[0 1],0,0.0,0,,,False,[0 2],0,6.01786082487438e-05,0.8785700382226977,1.0,3.0027008056640625
2,0,2,[0 2],1,0.0,0,,,False,[1 2],0,6.063955839534747e-05,0.8852996220350452,1.0,2.6766889095306396
3,0,3,[1 2],1,5.0,0,,,False,[2 2],0,6.218187593054502e-05,0.9078164933167657,1.0,3.168510675430298
4,0,4,[2 2],0,0.0,0,,,False,[2 3],0,5.169236661072183e-05,0.75467621852075,1.0,3.6204833984375
5,0,5,[2 3],0,0.0,0,,,False,[3 3],0,6.667056848436089e-05,0.9733485968887732,1.0,3.129871129989624
6,0,6,[3 3],0,0.0,0,,,False,[3 4],0,6.480584926609598e-05,0.9461248626991445,1.0,3.534327983856201
7,0,7,[3 4],0,0.0,0,,,False,[3 5],0,5.9603889049331053e-05,0.8701794974028058,1.0,3.0649454593658447
8,0,8,[3 5],1,0.0,0,,,False,[4 5],0,6.205532771263581e-05,0.905968968492231,1.0,2.7453360557556152
9,0,9,[4 5],0,0.0,0,,,False,[5 5],0,6.388184245762967e-05,0.9326349412693111,1.0,3.0621092319488525
10,0,10,[5 5],0,0.0,0,,,False,[5 6],0,6.372414817264027e-05,0.9303327033475238,1.0,3.5087649822235107
11,0,11,[5 6],0,0.0,0,,,False,[5 7],0,6.58004068221415e-05,0.9606447809135679,1.0,3.154467821121216
12,0,12,[5 7],0,0.0,0,,,False,[5 8],0,6.83392984065003e-05,0.9977110099478687,1.0,2.8499345779418945
13,0,13,[5 8],1,0.0,0,,,False,[6 8],0,6.51520158350815e-05,0.9511786780763284,1.0,2.5231733322143555
14,0,14,[6 8],1,0.0,0,,,False,[7 8],0,6.599594514529109e-05,0.9634995181207403,0.0,3.059471607208252
15,0,15,[7 8],1,0.0,0,,,False,[8 8],0,6.626181389779578e-05,0.9673810356042414,0.0,3.5857577323913574
16,0,16,[8 8],1,0.0,0,,,False,[9 8],0,6.309161186548372e-05,0.9210980689196434,0.0,3.8889505863189697
17,0,17,[9 8],0,-3.0,0,,,False,[9 9],0,6.554475154973838e-05,0.956912373850935,1.0,4.244333267211914
18,0,18,[9 9],0,-1.0,1,,,True,[-1 -1],1,7.079765046367631e-05,1.03360141226343,0.0,4.17427921295166
19,21,0,[0 0],1,0.0,0,,,False,[1 0],0,6.123058649110092e-05,0.8939282625401642,1.0,2.940706968307495
20,21,1,[1 0],0,0.0,0,,,False,[1 1],0,5.2128653533233674e-05,0.7610457346884041,1.0,3.266756057739258
21,21,2,[1 1],0,0.0,0,,,False,[1 2],0,5.6976655012903215e-05,0.8318235238272195,1.0,3.575258255004883
22,21,3,[1 2],0,0.0,0,,,False,[1 3],0,6.478272141333309e-05,0.9457872105154663,1.0,3.168510675430298
23,21,4,[1 3],1,0.0,0,,,False,[2 3],0,5.9237203494023893e-05,0.8648261176601187,1.0,2.714533567428589
24,21,5,[2 3],0,0.0,0,,,False,[2 4],0,6.332498567526983e-05,0.9245051805653044,1.0,3.129871129989624
25,21,6,[2 4],1,0.0,0,,,False,[3 4],0,6.163321400404438e-05,0.8998063723823543,1.0,2.7583255767822266
26,21,7,[3 4],1,0.0,0,,,False,[4 4],0,5.9916001707122034e-05,0.8747361469775479,1.0,3.0649454593658447
27,21,8,[4 4],1,0.0,0,,,False,[4 5],0,6.655011637153057e-05,0.971590071385227,1.0,3.463120698928833
28,21,9,[4 5],0,0.0,0,,,False,[4 6],0,6.58623101209684e-05,0.9615485303554238,1.0,3.0621092319488525
29,21,10,[4 6],1,0.0,0,,,False,[5 6],0,6.484030261979229e-05,0.9466278601122576,1.0,2.7576804161071777
30,21,11,[5 6],0,0.0,0,,,False,[5 7],0,6.289934437302041e-05,0.9182910837945597,1.0,3.154467821121216
31,21,12,[5 7],0,0.0,0,,,False,[5 8],0,6.839708645538468e-05,0.998554679314686,1.0,2.8499345779418945
32,21,13,[5 8],0,0.0,0,,,False,[6 8],0,6.778134218844377e-05,0.9895651981703962,1.0,2.5231733322143555
33,21,14,[6 8],0,0.0,0,,,False,[6 9],0,6.699536113464074e-05,0.9780903664224143,0.0,3.059471607208252
34,21,15,[6 9],1,0.0,0,,,False,[7 9],0,6.845753067213553e-05,0.9994371270708992,1.0,2.6154277324676514
35,21,16,[7 9],0,-1.0,-1,,,True,[-1 -1],-1,7.319272305633158e-05,1.0685679739788083,0.0,3.4565486907958984
36,25,0,[0 0],1,0.0,0,,,False,[1 0],0,5.50998263586686e-05,0.8044229994469837,1.0,2.940706968307495
37,25,1,[1 0],1,0.0,0,,,False,[2 0],0,5.605522897150457e-05,0.8183712799822831,1.0,3.266756057739258
38,25,2,[2 0],0,0.0,0,,,False,[3 0],0,5.815367147652618e-05,0.8490072279627426,0.0,3.7576255798339844
39,25,3,[3 0],0,0.0,0,,,False,[3 1],0,6.311573881490754e-05,0.9214503072896281,0.0,4.259360313415527
40,25,4,[3 1],1,0.0,0,,,False,[4 1],0,5.911304651976184e-05,0.86301350349709,1.0,4.634652614593506
