,episode_id,transition_id,state,action,immediate_reward,delayed_reward,infer_reward,infer_reward_gp,done,next_state,reward,weight,priority,pred_action,pred_reward
0,0,0,[0 0],0,0.0,0,,,False,[0 1],0.0,5.421312280720903e-05,0.8221342005521106,0.0,4.132077693939209
1,0,1,[0 1],0,0.0,0,,,False,[0 2],0.0,6.411876517314538e-05,0.9723518405953674,1.0,4.52402400970459
2,0,2,[0 2],1,0.0,0,,,False,[1 2],0.0,5.742934604722134e-05,0.8709077628430664,1.0,4.080895900726318
3,0,3,[1 2],1,5.0,0,,,False,[2 2],5.0,7.030270457199849e-05,1.0661303910769262,1.0,4.6034932136535645
4,0,4,[2 2],0,0.0,0,,,False,[2 3],0.0,6.12005422457478e-05,0.9280974101324571,1.0,3.658564567565918
5,0,5,[2 3],0,0.0,0,,,False,[3 3],0.0,6.564757796241251e-05,0.995536066391909,1.0,3.8080790042877197
6,0,6,[3 3],0,0.0,0,,,False,[3 4],0.0,5.761053447412115e-05,0.8736554592454355,1.0,2.8411309719085693
7,0,7,[3 4],0,0.0,0,,,False,[3 5],0.0,5.664691971962675e-05,0.8590423802563549,1.0,2.994572639465332
8,0,8,[3 5],1,0.0,0,,,False,[4 5],0.0,6.520609331546657e-05,0.9888410152958179,1.0,2.5552353858947754
9,0,9,[4 5],0,0.0,0,,,False,[5 5],0.0,6.436405846930172e-05,0.9760716781087575,1.0,2.1810667514801025
10,0,10,[5 5],0,0.0,0,,,False,[5 6],0.0,5.918533487881014e-05,0.8975370806075231,0.0,1.274564266204834
11,0,11,[5 6],0,0.0,0,,,False,[5 7],0.0,6.095717080346064e-05,0.9244067172562415,1.0,1.3675601482391357
12,0,12,[5 7],0,0.0,0,,,False,[5 8],0.0,6.50579325634011e-05,0.9865941788262473,1.0,1.4025077819824219
13,0,13,[5 8],1,0.0,0,,,False,[6 8],0.0,6.210940421344939e-05,0.9418801709943566,1.0,0.36604809761047363
14,0,14,[6 8],1,0.0,0,,,False,[7 8],0.0,6.739145609059339e-05,1.0219817270831548,1.0,0.7192672491073608
15,0,15,[7 8],1,0.0,0,,,False,[8 8],0.0,6.468727149129583e-05,0.9809731570438508,0.0,-0.18738815188407898
16,0,16,[8 8],1,0.0,0,,,False,[9 8],0.0,6.309470130324661e-05,0.9568220594759965,0.0,-1.0416626930236816
17,0,17,[9 8],0,-3.0,0,,,False,[9 9],-3.0,6.944789567744118e-05,1.0531673372854877,1.0,-1.6182055473327637
18,0,18,[9 9],0,-1.0,1,,,True,[-1 -1],-1.0,6.347308554052165e-05,0.9625602019460384,0.0,-1.8137388229370117
